name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Jatobá,BRA0000026,2338.0,Hydro,Brazil,Centrais Elétricas Brasileiras S.A. - ELETROBRÁS +  Centrais Elétricas do Norte do Brasil S.A. - ELETRONORTE +  Construções e Comércio Camargo Corrêa S.A. - CCCC +  Eletricité de France S.A. - EDF +  Cemig Geração e Transmissão S.A. - CEMIG GT,http://sigel.aneel.gov.br/kmz.html,-5.196619,-56.919674,Brazil national data
Gamela,BRA0000025,47.0,Hydro,Brazil,Minas PCH S.A.,http://sigel.aneel.gov.br/kmz.html,-18.079,-47.275,Brazil national data
Magessi,BRA0000024,53.0,Hydro,Brazil,Energias Complementares do Brasil Geração de Energia Elétrica S.A.,http://sigel.aneel.gov.br/kmz.html,-13.576389,-55.264957,Brazil national data
São João da Barra,BRA0000023,28.68,Hydro,Brazil,São João da Barra Energética S.A.,http://sigel.aneel.gov.br/kmz.html,-10.344111,-57.689383,Brazil national data
Nova União,BRA0000022,32.4,Hydro,Brazil,ERSA – Energias Renováveis S.A.,http://sigel.aneel.gov.br/kmz.html,-26.800107,-52.583333,Brazil national data
Águas de Chapecó,BRA0000021,42.0,Hydro,Brazil,CPFL Renováveis S.A. (nova denominação social de ERSA - Energias Renováveis S.A.),http://sigel.aneel.gov.br/kmz.html,-27.049893,-52.966667,Brazil national data
Porto Ferreira,BRA0000020,49.3,Hydro,Brazil,ERSA – Energias Renováveis S.A. e Minas PCH S.A.,http://sigel.aneel.gov.br/kmz.html,-26.93324,-52.900007,Brazil national data
Noreborg,WRI1019421,3.0,Hydro,Sweden,Fortum,http://www.fortum.com/en/corporation/fortumworldwide/sweden/pages/default.aspx,59.7666667,12.3166667,CARMA data
PROVENCE 5,WRI1002760,595.0,Coal,France,,RTE Transmission Operator,43.4672324415,5.48745632172,GEO data
Ras Laffan B CCGT Power Plant Qatar,GEODB0005023,1025.0,Gas,Qatar,Qatar Electricity & Water Co.,GEO,25.92433,51.54815,GEO data
Nendaz,WRI1004385,392.0,Hydro,Switzerland,,Swiss Federal Office of Energy,46.1899323974,7.3120880127,CARMA data
Vrutok Hydroelectric Power Plant Macedonia,GEODB0042708,150.0,Hydro,Macedonia,AD Elektrani na Makedonia (ELEM),GEO,41.7707,20.8377,GEO data
Vladivostok CHPP,WRI1003850,497.0,Gas,Russia,RusHydro,RusHydro,43.1056202306,131.873531342,CARMA data
Tuggen,WRI1002124,118.0,Hydro,Sweden,100% Vattenfall,Vattenfall,64.5953688552,18.6735069752,CARMA data
Kalan,WRI1008148,115.5,Hydro,Iran,,Iranian Power Sector 2010,35.807,51.7914,GEO data
Armstrong,USA0055347,688.0,Gas,United States of America,IPA Operations Inc - Armstrong,EIA-860,40.638021,-79.351725,United States of America national data
Faribault Energy Park,USA0056164,334.5,Gas,United States of America,Minnesota Municipal Power Agny,EIA-860,44.3356,-93.290556,United States of America national data
PADORNELO,WRI1007282,31.45,Wind,Spain,IBEREOLICA PADORNELO  S.A.,Red Eléctrica de España,42.035687,-6.905408,CARMA data
Sheboygan Falls,USA0056166,346.8,Gas,United States of America,Wisconsin Power & Light Co,EIA-860,43.751826,-87.878056,United States of America national data
Wind Park Petronell-Carnuntum II,WRI1005271,21.0,Wind,Austria,Verbund,Verbund,48.09,16.844,GEO data
Mendota Hills LLC,USA0056160,50.4,Wind,United States of America,Infigen Asset Management LLC,EIA-860,41.7194,-89.0492,United States of America national data
St Francis Energy Facility,USA0007604,506.6,Gas,United States of America,Associated Electric Coop  Inc,EIA-860,36.5852,-90.1779,United States of America national data
Ainsworth Wind,USA0056162,59.4,Wind,United States of America,Nebraska Public Power District,EIA-860,42.4489,-99.8917,United States of America national data
Jinping II,WRI1000458,4400.0,Hydro,China,Yalong River Hydropower Development Company  Ltd.,Chinese National Committee on Large Dams,28.248398,101.644745,WRI data
Surat,WRI1000166,244.0,Gas,Thailand,Electric Generating Authority of Thailand,EGAT,9.140109,99.333114,CARMA data
NEO Freehold Gen LLC,USA0056169,2.2,Gas,United States of America,NEO Freehold Gen LLC,EIA-860,40.24,-74.2553,United States of America national data
Huadian Harbin-1 power station,GEODB0000234,600.0,Coal,China,Huadian Harbin Thermal Power,SourceWatch,45.7100718,126.6948994,SourceWatch data
Brunswick Nuclear,USA0006014,2003.2,Nuclear,United States of America,Duke Energy Progress - (NC),EIA-860,33.9597,-78.0114,United States of America national data
Harris,USA0006015,950.9,Nuclear,United States of America,Duke Energy Progress - (NC),EIA-860,35.6334,-78.9556,United States of America national data
Duck Creek,USA0006016,441.0,Coal,United States of America,Illinois Power Resources Generating LLC,EIA-860,40.4663,-89.9841,United States of America national data
Newton,USA0006017,1234.8,Coal,United States of America,Illinois Power Generating Co,EIA-860,38.9361,-88.2781,United States of America national data
Calvert Cliffs Nuclear Power Plant,USA0006011,1828.7,Nuclear,United States of America,Calvert Cliffs Nuclear PP LLC,EIA-860,38.4344,-76.4417,United States of America national data
Sherman,USA0006012,7.2,Hydro,United States of America,TransCanada Hydro Northeast Inc.,EIA-860,42.7297,-72.9303,United States of America national data
Olive,USA0006013,109.7,Gas,United States of America,City of Burbank Water and Power,EIA-860,34.1764,-118.3147,United States of America national data
Baglan Bay OCGT,WRI1004673,32.0,Gas,United Kingdom,MPF Operations Limited,UK DUKES,51.5924078506,-3.78018631885,CARMA data
East Bend,USA0006018,669.3,Coal,United States of America,Duke Energy Kentucky Inc,EIA-860,38.9036,-84.8514,United States of America national data
W H Zimmer,USA0006019,1425.6,Coal,United States of America,Duke Energy Ohio Inc,EIA-860,38.8675,-84.2289,United States of America national data
Spilje Hydroelectric Power Plant Macedonia,GEODB0042703,84.0,Hydro,Macedonia,AD Elektrani na Makedonia (ELEM),GEO,41.4936,20.5054,GEO data
Wind Park Petronell-Carnuntum,WRI1005270,22.0,Wind,Austria,Verbund,Verbund,48.09,16.844,GEO data
Shandong Haihua Weifang power station,GEODB0000578,150.0,Coal,China,Shandong Haihua Group Co,SourceWatch,36.716667,119.1,SourceWatch data
Paracatu 2,BRA0070499,30.0,Solar,Brazil,Solatio Solar Gestão de Projetos Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.220578,-47.081489,Brazil national data
Paracatu 1,BRA0070498,30.0,Solar,Brazil,Solatio Solar Gestão de Projetos Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.230222,-47.068114,Brazil national data
Cristalina I,BRA0070495,27.0,Solar,Brazil,Totalsol Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.247031,-42.650739,Brazil national data
Parrilha III,BRA0070494,10.0,Solar,Brazil,Sequóia Capital Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.7032,-46.228708,Brazil national data
Cristalina III,BRA0070497,27.0,Solar,Brazil,Totalsol Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.250994,-42.643925,Brazil national data
Cristalina II,BRA0070496,27.0,Solar,Brazil,Totalsol Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.252231,-42.64795,Brazil national data
Jaíba 3,BRA0070491,30.0,Solar,Brazil,CEI Solar Empreendimentos Energéticos S.A.,http://sigel.aneel.gov.br/kmz.html,-15.349722,-43.63,Brazil national data
Jaíba 4,BRA0070490,30.0,Solar,Brazil,CEI Solar Empreendimentos Energéticos S.A.,http://sigel.aneel.gov.br/kmz.html,-15.341944,-43.627222,Brazil national data
Parrilha II,BRA0070493,10.0,Solar,Brazil,Sequóia Capital Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.766172,-46.270964,Brazil national data
Parrilha I,BRA0070492,10.0,Solar,Brazil,Sequóia Capital Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.741253,-46.254653,Brazil national data
Carseland,WRI1015751,80.0,Gas,Canada,TransCanada,Canadian Power Plant Database,50.8466,-113.5816,GEO data
Belos Ventos III,BRA0030439,26.0,Wind,Brazil,Belos Ventos III Energetica S/A,http://sigel.aneel.gov.br/kmz.html,-5.210027,-36.515396,Brazil national data
Belos Ventos II,BRA0030438,26.0,Wind,Brazil,Belos Ventos II Energetica S/A,http://sigel.aneel.gov.br/kmz.html,-5.204519,-36.505141,Brazil national data
Upper Beaver,USA0003643,2.5,Hydro,United States of America,Beaver City Corporation,EIA-860,38.2683,-112.4806,United States of America national data
Angicos V,BRA0030433,24.0,Wind,Brazil,EOLICA ANGICOS GERACAO DE ENERGIAS SPE S/A,http://sigel.aneel.gov.br/kmz.html,-5.585082,-36.578271,Brazil national data
Angicos IV,BRA0030432,28.0,Wind,Brazil,EOLICA ANGICOS GERACAO DE ENERGIAS SPE S/A,http://sigel.aneel.gov.br/kmz.html,-5.593368,-36.608504,Brazil national data
Angicos III,BRA0030431,28.0,Wind,Brazil,EOLICA ANGICOS GERACAO DE ENERGIAS SPE S/A,http://sigel.aneel.gov.br/kmz.html,-5.552906,-36.602921,Brazil national data
Angicos II,BRA0030430,30.0,Wind,Brazil,EOLICA ANGICOS GERACAO DE ENERGIAS SPE S/A,http://sigel.aneel.gov.br/kmz.html,-5.555689,-36.629586,Brazil national data
Belos Ventos I,BRA0030437,28.0,Wind,Brazil,Belos Ventos I Energetica S/A,http://sigel.aneel.gov.br/kmz.html,-5.209212,-36.469702,Brazil national data
BEIJA FLOR,BRA0030436,25.6,Wind,Brazil,CENTRAL EOLICA BEIJA-FLOR LTDA.,http://sigel.aneel.gov.br/kmz.html,-2.989069,-41.132491,Brazil national data
Baraúnas XVII,BRA0030435,28.875,Wind,Brazil,Brennand Energia Eólica S/A,http://sigel.aneel.gov.br/kmz.html,-9.792465,-41.013425,Brazil national data
Angicos VI,BRA0030434,26.0,Wind,Brazil,EOLICA ANGICOS GERACAO DE ENERGIAS SPE S/A,http://sigel.aneel.gov.br/kmz.html,-5.591277,-36.559679,Brazil national data
Caesar Park Hotel Guarulhos,BRA0040809,1.115,Coal,Brazil,Posadas do Brasil Empreendimentos Hoteleiros Ltda.,http://sigel.aneel.gov.br/kmz.html,-23.550302,-46.708544,Brazil national data
Ouro Verde,BRA0030124,29.7,Wind,Brazil,Usina Geradora Eólica Santa Mônica SPE II Ltda.,http://sigel.aneel.gov.br/kmz.html,-3.279224,-39.306116,Brazil national data
Ventos Maranhenses 04,BRA0030127,30.0,Wind,Brazil,MA Mezanino S.A.,http://sigel.aneel.gov.br/kmz.html,-2.624281,-42.680968,Brazil national data
Ventos Maranhenses 03,BRA0030126,30.0,Wind,Brazil,MA Mezanino S.A.,http://sigel.aneel.gov.br/kmz.html,-2.635847,-42.668695,Brazil national data
Jabuticaba,BRA0030121,9.0,Wind,Brazil,Centrais Eólicas Jabuticaba S.A.,http://sigel.aneel.gov.br/kmz.html,-14.325693,-42.571852,Brazil national data
Vaqueta,BRA0030120,23.4,Wind,Brazil,Centrais Eólicas Vaqueta S.A.,http://sigel.aneel.gov.br/kmz.html,-14.259561,-42.55432,Brazil national data
Sykué I,BRA0040559,30.0,Coal,Brazil,Sykué Geração de Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.99372,-45.508326,Brazil national data
Açominas,BRA0040558,102.89,Coal,Brazil,Gerdau Açominas S/A,http://sigel.aneel.gov.br/kmz.html,-20.535459,-43.698598,Brazil national data
Juazeiro do Norte,BRA0040801,14.76,Coal,Brazil,Enguia GEN CE Ltda,http://sigel.aneel.gov.br/kmz.html,-7.209424,-39.306113,Brazil national data
Enguia Pecém,BRA0040800,14.76,Coal,Brazil,Enguia GEN CE Ltda,http://sigel.aneel.gov.br/kmz.html,-3.59801,-39.047695,Brazil national data
Gabriel Passos,BRA0040803,57.22,Coal,Brazil,Petróleo Brasileiro S/A,http://sigel.aneel.gov.br/kmz.html,-19.910453,-44.188867,Brazil national data
Paísa,BRA0040802,4.4,Coal,Brazil,Central Bioenergética Ltda,http://sigel.aneel.gov.br/kmz.html,-10.28801,-36.490312,Brazil national data
Artivinco (Antiga Rio Pardo),BRA0040805,4.5,Coal,Brazil,Indústria e Comércio de Embalagens e Papéis Artivinco Ltda,http://sigel.aneel.gov.br/kmz.html,-21.49979,-47.356755,Brazil national data
Gameleira,BRA0040804,4.032,Coal,Brazil,Destilaria Gameleira S/A,http://sigel.aneel.gov.br/kmz.html,-10.650549,-51.409238,Brazil national data
Hospital de Base,BRA0040807,1.666,Coal,Brazil,Fundação Faculdade Regional de Medicina de São José do Rio Preto,http://sigel.aneel.gov.br/kmz.html,-20.79324,-49.348645,Brazil national data
Santa Rita do Weil,BRA0040806,1.05,Coal,Brazil,Amazonas Distribuidora de Energia S/A,http://sigel.aneel.gov.br/kmz.html,-4.49382,-69.441235,Brazil national data
ROSSANO TE,WRI1002939,1200.0,Oil,Italy,,ENEL,39.6218,16.6084,GEO data
Big Horn Wind II,USA0057319,50.0,Wind,United States of America,Iberdrola Renewables Inc,EIA-860,45.9192,-120.3039,United States of America national data
U S Alliance Coosa Pines,USA0054216,30.4,Biomass,United States of America,Bowater Newport Coosa Pines Op,EIA-860,33.328107,-86.356825,United States of America national data
IKW,WRI1005836,101.0,Other,Germany,Arcelor Mittal Eisenhüttenstadt GmbH,Open Power System Data,52.1674,14.62697,WRI data
CCSU Fuel Cell Project,USA0058237,1.4,Gas,United States of America,New Britain Renewable Energy  LLC,EIA-860,41.691944,-72.761111,United States of America national data
Ouro V,BRA0070133,30.0,Solar,Brazil,CPFL Energias Renováveis S.A.,http://sigel.aneel.gov.br/kmz.html,-10.897392,-41.191089,Brazil national data
Okuyoshino,WRI1000712,1206.0,Hydro,Japan,Kansai,Federal Electric Power Companies of Japan,34.11778,135.8211,GEO data
American Crystal Sugar Moorhead,USA0054211,5.0,Coal,United States of America,American Crystal Sugar Co,EIA-860,46.9026,-96.76112,United States of America national data
RIZZICONI,WRI1002935,760.0,Gas,Italy,EGL Italia,Axpo,38.4453,15.99,GEO data
Greenwich,WRI1015821,99.0,Wind,Canada,Eastern Power,Canadian Power Plant Database,48.783403957,-88.650065837,CARMA data
American Crystal Sugar Hillsboro,USA0054210,13.3,Coal,United States of America,American Crystal Sugar Co,EIA-860,47.437562,-97.06311,United States of America national data
BARRADOS,WRI1006229,15.88,Hydro,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,42.7333333,0.7166667,CARMA data
BARCENA GR 1,WRI1006228,30.11,Hydro,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,43.125797,-4.056621,CARMA data
Greenfield South,WRI1015820,280.0,Gas,Canada,Greenfield Energy,Canadian Power Plant Database,42.7622,-82.4525,GEO data
American Crystal Sugar Drayton,USA0054213,6.0,Coal,United States of America,American Crystal Sugar Co,EIA-860,48.593158,-97.17608,United States of America national data
Chats Falls,WRI1015758,92.0,Hydro,Canada,Hydro Quebec,Canadian Power Plant Database,45.4739754229,-76.2403106689,GEO data
HKW Nord West,WRI1005805,200.0,Coal,Germany,Volkswagen AG,Open Power System Data,51.25292,9.43796,WRI data
Ouro VIII,BRA0070136,30.0,Solar,Brazil,CPFL Energias Renováveis S.A.,http://sigel.aneel.gov.br/kmz.html,-10.906428,-41.191156,Brazil national data
BAHIA DE ALGECIRAS I,WRI1006223,209.0,Gas,Spain,VIESGO GENERACION  S.L.,Red Eléctrica de España,36.1829,-5.3905,GEO data
American Crystal Sugar Crookston,USA0054212,6.5,Coal,United States of America,American Crystal Sugar Co,EIA-860,47.76468,-96.633375,United States of America national data
Gadsby,USA0003648,492.1,Gas,United States of America,PacifiCorp,EIA-860,40.7686,-111.9289,United States of America national data
Halton Hills,WRI1015826,683.0,Gas,Canada,Greengate Power,Canadian Power Plant Database,43.5615,-79.8456,GEO data
MASINLOC,WRI1001871,630.0,Coal,Philippines,,Philippines Department of Energy,15.5645,119.9233,GEO data
CALACA,WRI1001870,600.0,Coal,Philippines,,Philippines Department of Energy,13.9303,120.7886,GEO data
QUEZON POWER,WRI1001873,511.0,Coal,Philippines,,Philippines Department of Energy,14.2296,121.7558,GEO data
SUAL,WRI1001872,1294.0,Coal,Philippines,,Philippines Department of Energy,16.1243,120.1012,GEO data
Twin Falls Hydro,USA0050827,24.0,Hydro,United States of America,Twin Falls Hydro Associates LP,EIA-860,47.444554,-121.687812,United States of America national data
Klamath Cogeneration Plant,USA0055103,501.5,Gas,United States of America,Pacific Klamath Energy Inc,EIA-860,42.173889,-121.810556,United States of America national data
SUBIC DPP,WRI1001877,116.0,Oil,Philippines,,Philippines Department of Energy,14.879989,120.234328,CARMA data
BAUANG DPP,WRI1001879,235.2,Oil,Philippines,,Philippines Department of Energy,16.4907,120.3261,GEO data
Carson Ice-Gen Project,USA0007527,125.5,Gas,United States of America,Sacramento Municipal Util Dist,EIA-860,38.445681,-121.462387,United States of America national data
Hainan Southwest power station,GEODB0000179,700.0,Coal,China,Guodian Ledong Power Gen Co,SourceWatch,18.5374504,108.6827357,SourceWatch data
Ouro VII,BRA0070135,30.0,Solar,Brazil,CPFL Energias Renováveis S.A.,http://sigel.aneel.gov.br/kmz.html,-10.897456,-41.181944,Brazil national data
Hanasaari B,WRI1002325,212.0,Coal,Finland,Helsingin Energia,Finnish Energy Authority,60.1841,24.9711,GEO data
Tenero-Centrale di dotazione,WRI1004570,4.25,Hydro,Switzerland,,Swiss Federal Office of Energy,46.1814349653,8.85103225708,CARMA data
Ticinetto,WRI1004576,2.9,Hydro,Switzerland,,Swiss Federal Office of Energy,46.4225942028,8.84313583374,CARMA data
Thusis,WRI1004575,4.6,Hydro,Switzerland,,Swiss Federal Office of Energy,46.6972428121,9.43938016891,CARMA data
RANCE,WRI1002761,240.0,Other,France,,RTE Transmission Operator,48.618,-2.022,GEO data
Albeni Falls,USA0000851,42.0,Hydro,United States of America,USACE Northwestern Division,EIA-860,48.180245,-116.99859,United States of America national data
Metro Support Services Center Solar,USA0057313,1.2,Solar,United States of America,Los Angeles Department of Water & Power,EIA-860,34.0578,-118.229722,United States of America national data
MADHIKHEDA,WRI1001274,40.0,Hydro,India,,Central Energy Agency,25.4333333,77.65,CARMA data
Benedito,BRA0020519,1.0,Hydro,Brazil,Adamantium Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-24.5125,-51.774,Brazil national data
O'Shaughnessy Hydro,USA0007279,5.2,Hydro,United States of America,City of Columbus - (OH),EIA-860,40.153328,-83.126719,United States of America national data
Alunorte,BRA0042897,103.854,Coal,Brazil,Alumina do Norte do Brasil S/A,http://sigel.aneel.gov.br/kmz.html,-1.537399,-48.723035,Brazil national data
Okutataragi,WRI1000710,1932.0,Hydro,Japan,Kansai,Federal Electric Power Companies of Japan,35.2406,134.8617,GEO data
Araras Nescafé,BRA0042891,1.052,Coal,Brazil,Nestlé Brasil Ltda.,http://sigel.aneel.gov.br/kmz.html,-22.362232,-47.371515,Brazil national data
Araras DPA,BRA0042892,1.28,Coal,Brazil,Dairy,http://sigel.aneel.gov.br/kmz.html,-22.366145,-47.371279,Brazil national data
Alvarães,BRA0042893,2.238,Coal,Brazil,Amazonas Distribuidora de Energia S/A,http://sigel.aneel.gov.br/kmz.html,-3.229343,-64.773868,Brazil national data
Yemazhai power station,GEODB0000178,600.0,Coal,China,Guizhou Yemazai Power Generation Co,SourceWatch,26.545,104.958,SourceWatch data
Hydropower Plant Dubasari,WRI1002988,48.0,Hydro,Moldova,,2015 Energy Charter Secretariat,47.2778,29.123,GEO data
Paris (WI),USA0007270,381.6,Gas,United States of America,Wisconsin Electric Power Co,EIA-860,42.6658,-88.0131,United States of America national data
Apiacás,BRA0042898,3.148,Coal,Brazil,Centrais Elétricas Matogrossenses S/A.,http://sigel.aneel.gov.br/kmz.html,-9.552676,-57.372201,Brazil national data
Los Angeles Harbor College,USA0057314,1.2,Solar,United States of America,Los Angeles Department of Water & Power,EIA-860,33.783102,-118.28493,United States of America national data
